"CaseID","CASEID_NEW","qflag","weight1","weight1_freqwt","weight2","weight1a","weight1a_freqwt","weight_combo","weight_combo_freqwt","duration","speed_flag","consent","xlgb","S1","S2","S3","DOV_Branch","Q3_Refused","Q4","Q5","Q6A","Q6B","Q9","Q10","Q11","Q12","Q14","Q15A7","Q16","Q16_Refused","Q17A","Q17B","Q17C","Q17D","Q19","Q20","Q21A_Year","Q21A_Month","Q21B_Year","Q21B_Month","Q21C_Year","Q21C_Month","Q21D_Year","Q21D_Month","w6_identity","w6_outness","w6_outness_timing","Q23","Q24_Refused","Q25","Q26","Q27","Q28","w6_friend_connect_1","w6_friend_connect_2","w6_friend_connect_3","w6_friend_connect_4","w6_friend_connect_Refused","Q32","Q34","Q35_Refused","w6_sex_frequency","w6_otherdate","w6_how_many","w6_how_meet_Refused","w6_otherdate_app","w6_how_many_app","Past_Partner_Q1","w6_relationship_end_nonmar","w6_breakup_nonmar","w6_relationship_end_mar","w6_who_breakup","Q5_2","Q6A_2","Q9B_2","Q10_2","Q11_2","Q12_2","Q14_2","Q15A7_2_1","Q16_2","Q16_2_Codes","Q17B_2","Q17C_2","Q17D_2","Q20_2","Q21A_2_Year","Q21A_2_Month","Q21B_2_Year","Q21B_2_Month","Q21C_2_Year","Q21C_2_Month","Q21D_2_Year","Q21D_2_Month","Q21E_2_Year","Q21E_2_Month","Q21F_2_start_range","Q21F_2_Year","Q21F_2_Month","w6_identity_2","w6_outness_2","w6_outness_timing_2","Q23_2","Q25_2","Q26_2","Q27_2","Q28_2","w6_friend_connect_2_1","w6_friend_connect_2_2","w6_friend_connect_2_3","w6_friend_connect_2_4","w6_friend_connect_2_Refused","Q32_2","w6_otherdate_2","w6_how_many_2","w6_otherdate_app_2","w6_how_many_app_2","partyid7","PERSNET_hom","ppc10017","ppc21310","ppp20071","ppp20072","ppage","ppagecat","ppagect4","ppeduc","ppeducat","ppethm","ppgender","pphhhead","pphhsize","pphouse","ppincimp","ppmarit","ppmsacat","PPREG4","ppreg9","pprent","PPT01","PPT25","PPT612","PPT1317","PPT18OV","ppwork","Race_1","Race_2","Race_3","Race_4","Race_5","Race_6","race1","race2","race3","race4","race5","race6","race7","race8","race9","race10","race11","race12","race13","race14","race15","w6_took_the_survey","w6_prior_identity_lgb","w6_same_sex_couple","w6_same_sex_couple_gender","w6_q4","w6_q5","w6_q6a","w6_q6b","w6_q9","w6_q10","w6_q11","w6_q12","w6_q14","w6_q15a1_truncated","w6_q15a4_truncated","w6_q15a7","w6_q16","w6_q17","w6_attraction","w6_q19","w6_q20","w6_q21a_year","w6_q21a_month","w6_q21a_month_flag","w6_q21b_year","w6_q21b_month","w6_q21b_month_flag","w6_q21c_year","w6_q21c_month","w6_q21c_month_flag","w6_q21d_year","w6_q21d_month","w6_q21e_year","w6_q21e_month","w6_q21f_year","w6_q21f_month","w6_identity_all","w6_outness_all","w6_outness_timing_all","w6_q23","w6_q24_length","w6_q25","w6_q26","w6_q27","w6_q28","w6_friend_connect_1_all","w6_friend_connect_2_all","w6_friend_connect_3_all","w6_friend_connect_4_all","w6_q32","w6_q34","w6_otherdate_all","w6_how_many_all","w6_otherdate_app_all","w6_how_many_app_all","w6_number_people_met","w6_otherdate_dichotomous","w6_married","relate_duration_at_w6_years","w6_number_people_met_app","weight_combo_v2","partnership_status","female","year_fraction_met","year_fraction_relstart","age_when_met","time_from_met_to_rel","year_fraction_first_cohab","time_from_rel_to_cohab","hcm2017q24_R_cowork","hcm2017q24_R_friend","hcm2017q24_R_family","hcm2017q24_R_sig_other","hcm2017q24_R_neighbor","hcm2017q24_P_cowork","hcm2017q24_P_friend","hcm2017q24_P_family","hcm2017q24_P_sig_other","hcm2017q24_P_neighbor","hcm2017q24_btwn_I_cowork","hcm2017q24_btwn_I_friend","hcm2017q24_btwn_I_family","hcm2017q24_btwn_I_sig_other","hcm2017q24_btwn_I_neighbor","hcm2017q24_school","hcm2017q24_college","hcm2017q24_mil","hcm2017q24_church","hcm2017q24_vol_org","hcm2017q24_customer","hcm2017q24_bar_restaurant","hcm2017q24_party","hcm2017q24_internet_other","hcm2017q24_internet_dating","hcm2017q24_internet_soc_network","hcm2017q24_internet_game","hcm2017q24_internet_chat","hcm2017q24_internet_org","hcm2017q24_public","hcm2017q24_blind_date","hcm2017q24_vacation","hcm2017q24_single_serve_nonint","hcm2017q24_business_trip","hcm2017q24_work_neighbors","hcm2017q24_met_online","hcm2017_q24_length","hcm2017q24_summary_all_codes","w6_relationship_quality","hcm2017q24_met_through_family","hcm2017q24_met_through_friend","hcm2017q24_met_through_as_nghbrs","hcm2017q24_met_as_through_cowork","w6_subject_race","interracial_5cat","partner_mother_yrsed","subject_mother_yrsed","partner_yrsed","subject_yrsed"
537,2139655,1,0.7713,60422,NA,0.7669,60077,0.867177546024323,60191,8,0,1,2,1,NA,NA,1,NA,2,NA,1,1,51,13,9,4,12,2,0,NA,1,NA,NA,1,1,NA,45,1,47,1,51,5,51,9,1,NA,NA,3,NA,2,1,2,2,1,1,1,0,0,1,1,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,-2,-2,1,-2,5,56,5,3,13,4,1,1,1,4,1,19,1,1,1,1,1,0,0,0,0,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,NA,1,1,51,13,9,4,12,1,1,2,0,1,1,1,NA,1979,1,0,1981,1,0,1985,5,NA,1985,9,NA,NA,NA,NA,1,NA,NA,3,266,2,1,2,2,1,1,1,0,1,1,1,NA,NA,NA,0,0,1,36.5,NA,0.849123418331146,1,0,1979.04162597656,1981.04162597656,18,2,1985.375,4.3333740234375,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,2,5,0,0,0,1,1,0,12,16,17,17
538,2226395,1,0.7233,56662,NA,0.7192,56340,0.813240468502045,56447,22,0,1,2,2,1,NA,1,NA,2,NA,1,1,65,12,10,1,11,1,0,NA,NA,1,NA,1,2,1,71,9,73,10,75,5,NA,NA,1,NA,NA,3,NA,2,2,2,2,1,1,1,0,0,1,2,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,2,6,64,5,4,11,3,1,1,1,1,2,7,3,1,4,8,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,NA,1,1,65,12,10,1,11,1,1,1,0,1,1,2,1,2005,9,0,2007,10,0,2009,5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3,183,2,2,2,2,1,1,1,0,1,2,1,NA,NA,NA,0,0,0,9.75,NA,0.796309292316437,2,0,2005.70837402344,2007.79162597656,52,2.083251953125,2009.375,1.5833740234375,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,3,4,0,1,0,0,1,0,13,14,16,14
539,2212677,1,1.0216,80030,NA,1.0158,79575,1.14862298965454,79726,6,0,1,2,1,NA,NA,1,NA,1,NA,1,1,46,12,9,4,11,2,2,NA,1,NA,1,NA,1,NA,67,9,67,11,68,8,69,10,1,NA,NA,1,NA,2,2,2,2,1,1,1,0,0,1,1,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,1,2,6,40,3,2,13,4,1,2,1,4,1,16,1,1,1,1,1,0,0,2,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,NA,1,1,46,12,9,4,11,1,1,2,2,1,1,1,NA,2001,9,0,2001,11,0,2002,8,NA,2003,10,NA,NA,NA,NA,1,NA,NA,1,110,2,2,2,2,1,1,1,0,1,1,1,NA,NA,NA,0,0,1,15.6666669845581,NA,1.12470936775208,1,1,2001.70837402344,2001.875,24,0.1666259765625,2002.625,0.75,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,2,5,0,1,0,0,1,0,12,14,16,17
540,2798409,1,0.8097,63430,NA,0.805,63062,0.910259425640106,63181,7,0,1,2,2,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,NA,NA,NA,1,1973,11,8,4,8,1,3,NA,2,NA,1,2,81,5,81,5,NA,NA,NA,NA,83,4,2,NA,NA,1,NA,NA,1,2,2,2,2,0,0,0,1,0,3,1,NA,NA,NA,3,1,2,1,2,5,47,4,3,10,3,1,1,1,1,1,16,3,1,1,1,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,NA,1,1,44,11,8,4,8,1,1,1,3,2,1,NA,2,2015,5,0,2015,5,0,NA,NA,NA,NA,NA,2017,4,NA,NA,1,NA,NA,1,8,2,2,2,2,0,0,0,1,3,NA,1,NA,NA,NA,0,0,0,NA,NA,0.891308307647705,3,0,2015.375,2015.375,45,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,8,1,NA,0,0,0,0,1,0,12,12,14,13
541,2600775,1,0.9924,77742,NA,0.9867,77296,1.11571788787842,77442,7,0,1,2,2,2,NA,1,NA,1,NA,1,1,21,9,14,4,9,1,5,NA,NA,0,1,NA,2,2,72,4,72,4,NA,NA,NA,NA,1,NA,NA,2,NA,1,NA,1,2,0,1,0,0,0,1,1,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,3,1,1,5,21,1,1,10,3,1,2,0,4,1,10,5,1,3,7,3,0,0,0,1,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,NA,1,1,21,9,14,4,9,1,1,1,5,0,1,2,2,2006,4,0,2006,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,124,1,NA,1,2,0,1,0,0,1,1,1,NA,NA,NA,0,0,0,11.25,NA,1.092489361763,2,1,2006.29162597656,2006.29162597656,10,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,1,5,0,0,0,0,1,0,20,12,12,13
542,2699851,1,0.8923,69901,NA,0.8872,69501,1.00320756435394,69633,77,0,1,2,2,1,NA,1,NA,1,NA,1,1,25,12,14,7,13,1,3,NA,NA,0,1,NA,1,NA,80,10,80,10,82,9,NA,NA,1,NA,NA,3,NA,2,2,2,2,1,1,0,0,0,8,2,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,1,1,-2,4,25,2,1,12,4,1,2,1,2,1,16,6,1,1,1,2,0,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,NA,1,1,25,12,14,7,13,1,1,1,3,0,1,1,NA,2014,10,0,2014,10,0,2016,9,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3,132,2,2,2,2,1,1,0,0,8,2,1,NA,NA,NA,0,0,0,2.75,NA,0.982321441173553,2,1,2014.79162597656,2014.79162597656,22,0,2016.70837402344,1.916748046875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,132,2,4,0,0,0,0,1,0,20,17,16,16
543,2846681,1,0.8439,66109,NA,0.839,65725,0.94870513677597,65850,13,0,1,2,1,NA,NA,1,NA,2,NA,1,1,64,10,9,6,9,1,0,NA,1,NA,NA,1,1,NA,33,9,34,2,39,7,39,7,1,NA,NA,1,NA,1,2,1,2,1,1,1,0,0,1,1,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1,2,2,64,5,4,11,3,1,1,1,2,1,18,1,1,2,4,1,0,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,NA,1,1,64,10,9,6,9,1,1,1,0,1,1,1,NA,1967,9,0,1968,2,0,1973,7,NA,1973,7,NA,NA,NA,NA,1,NA,NA,1,181,1,2,1,2,1,1,1,0,1,1,1,NA,NA,NA,0,0,1,49.4166679382324,NA,0.928953647613525,1,0,1967.70837402344,1968.125,14,0.4166259765625,1973.54162597656,5.4166259765625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,1,5,0,0,0,0,1,0,12,12,13,14
544,2944519,1,0.9472,74201,NA,0.9417,73770,1.06483387947083,73910,25,0,1,2,1,NA,NA,1,NA,2,NA,1,4,40,12,10,3,10,1,3,NA,1,NA,NA,1,1,NA,68,3,68,3,79,7,77,9,1,NA,NA,3,NA,2,2,2,2,0,0,0,1,0,5,2,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,2,34,2,2,10,3,1,1,1,3,1,21,1,1,4,9,2,1,0,0,0,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,NA,1,4,40,12,10,3,10,1,1,1,3,1,1,1,NA,2002,3,0,2002,3,0,2013,7,NA,2011,9,NA,NA,NA,NA,1,NA,NA,3,518,2,2,2,2,0,0,0,1,5,2,1,NA,NA,NA,0,0,1,15.3333330154419,NA,1.04266464710236,1,0,2002.20837402344,2002.20837402344,19,0,2013.54162597656,11.333251953125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,518,2,4,0,0,0,0,1,1,13,13,16,13
545,2688009,1,1.8103,141814,NA,1.7999,141000,2.03524971008301,141267,16,0,1,2,2,1,NA,1,NA,1,NA,2,1,46,6,3,4,3,1,12,NA,NA,0,1,NA,1,NA,60,11,60,12,65,10,NA,NA,1,NA,NA,2,NA,2,NA,1,2,1,0,0,0,0,1,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,1,1,1,40,3,2,7,1,4,2,0,4,1,1,6,1,3,7,2,0,0,0,0,4,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,NA,2,1,46,6,3,4,3,39,1,1,12,0,1,1,NA,1994,11,0,1994,12,0,1999,10,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,116,2,NA,1,2,1,0,0,0,1,2,1,NA,NA,NA,0,0,0,22.5833339691162,NA,1.99287688732147,2,1,1994.875,1994.95837402344,17,0.0833740234375,1999.79162597656,4.833251953125,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,2,4,1,1,0,0,1,0,5.5,5.5,10,11
546,2945353,1,1.5042,117835,NA,1.4956,117162,1.69116020202637,117384,14,0,1,2,1,NA,NA,1,NA,1,NA,1,2,32,13,13,6,6,1,0,NA,1,NA,1,NA,1,NA,71,9,73,10,76,8,78,4,1,NA,NA,3,NA,2,1,2,2,1,1,1,0,0,1,1,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,1,1,2,2,31,2,2,12,4,4,2,1,2,1,14,1,1,3,5,1,0,0,0,0,2,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,NA,1,2,32,13,13,6,6,1,1,1,0,1,1,1,NA,2005,9,0,2007,10,0,2010,8,NA,2012,4,NA,NA,NA,NA,1,NA,NA,3,379,2,1,2,2,1,1,1,0,1,1,1,NA,NA,NA,0,0,1,9.75,NA,1.65595126152039,1,1,2005.70837402344,2007.79162597656,19,2.083251953125,2010.625,2.8333740234375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379,1,5,0,0,0,0,1,1,17,10,17,16
547,2918507,1,1.3054,102262,NA,1.2979,101674,1.46760952472687,101867,6,0,1,2,2,1,NA,1,NA,1,NA,1,1,37,9,12,1,9,1,0,NA,NA,1,1,NA,1,NA,77,5,80,7,80,7,NA,NA,1,NA,NA,3,NA,2,NA,1,2,0,1,0,0,0,1,1,NA,-1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1,2,4,33,2,2,8,1,1,2,1,6,1,7,1,1,3,5,2,0,0,3,1,2,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,NA,1,1,37,9,12,1,9,1,1,1,0,1,1,1,NA,2011,5,0,2014,7,0,2014,7,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3,24,2,NA,1,2,0,1,0,0,1,1,1,NA,NA,NA,0,0,0,3,NA,1.43705475330353,2,1,2011.375,2014.54162597656,27,3.1666259765625,2014.54162597656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,5,0,0,0,0,1,0,16,12,12,12
548,2408927,1,1.1462,89790,NA,1.1396,89273,1.2886106967926,89443,9,0,1,2,1,NA,NA,1,NA,1,NA,1,1,58,11,11,1,12,1,15,NA,2,NA,1,NA,1,NA,56,2,57,5,63,2,63,2,1,NA,NA,3,NA,2,2,2,2,1,1,1,0,0,1,2,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,55,5,3,11,3,1,2,1,4,1,11,1,0,3,7,1,0,0,0,1,3,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,NA,1,1,58,11,11,1,12,1,1,1,15,2,1,1,NA,1990,2,0,1991,5,0,1997,2,NA,1997,2,NA,NA,NA,NA,1,NA,NA,3,144,2,2,2,2,1,1,1,0,1,2,1,NA,NA,NA,0,0,1,26.1666660308838,NA,1.2617826461792,1,1,1990.125,1991.375,28,1.25,1997.125,5.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,2,4,0,1,0,0,1,0,14,16,14,14
549,2848605,1,0.7553,59168,NA,0.751,58831,0.849198520183563,58943,4283,0,1,2,2,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,NA,NA,NA,1,1979,12,10,4,10,1,0,NA,0,NA,1,2,41,5,41,7,NA,NA,NA,NA,82,-1,2,NA,NA,1,NA,NA,1,1,2,1,1,0,0,0,1,0,1,1,NA,NA,NA,7,-2,2,1,1,1,51,4,3,10,3,1,1,0,3,1,5,5,1,3,6,1,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,NA,1,5,38,12,10,4,10,1,1,1,0,0,1,NA,2,1975,5,0,1975,7,0,NA,NA,NA,NA,NA,2016,NA,NA,NA,1,NA,NA,1,69,1,2,1,1,0,0,0,1,1,NA,1,NA,NA,NA,0,0,0,NA,NA,0.831518709659576,3,0,1975.375,1975.54162597656,9,0.1666259765625,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,NA,0,0,0,0,5,0,13,13,16,13
550,2136689,1,1.0605,83077,NA,1.0544,82599,1.19227015972137,82756,11,0,1,2,1,NA,NA,1,NA,2,NA,1,1,64,11,9,1,9,2,1,NA,1,NA,NA,1,1,NA,37,9,37,9,38,8,38,8,1,NA,NA,4,NA,2,1,2,2,0,0,0,1,0,1,1,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1,-2,5,65,6,4,11,3,4,1,1,2,1,9,1,1,4,8,1,0,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,NA,1,1,64,11,9,1,9,1,1,2,1,1,1,1,NA,1971,9,0,1971,9,0,1972,8,NA,1972,8,NA,NA,NA,NA,1,NA,NA,4,174,2,1,2,2,0,0,0,1,1,1,1,NA,NA,NA,0,0,1,45.8333320617676,NA,1.16744780540466,1,0,1971.70837402344,1971.70837402344,19,0,1972.625,0.9166259765625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,2,5,0,0,0,0,1,0,12,12,14,14
551,2875437,1,NA,NA,0.4814,NA,NA,0.149176597595215,10354,152,0,1,1,1,NA,NA,1,NA,1,2,1,1,37,11,9,4,10,1,6,NA,1,NA,2,NA,1,NA,66,7,66,7,69,10,73,8,4,2,19,3,NA,2,2,2,2,1,1,1,0,0,6,2,-1,-1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1,2,4,37,3,2,11,3,5,2,1,3,1,16,1,1,1,1,1,0,1,0,0,2,7,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,1,1,37,11,9,4,10,1,1,1,6,1,2,1,NA,2000,7,0,2000,7,0,2003,10,NA,2007,8,NA,NA,NA,NA,4,2,18,3,392,2,2,2,2,1,1,1,0,6,2,1,NA,NA,NA,0,0,1,17,NA,0.209916368126869,1,1,2000.54162597656,2000.54162597656,20,0,2003.79162597656,3.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,3,4,0,1,0,0,3,1,12,13,14,14
553,2952951,1,1.2215,95689,2.9527,1.2145,95141,0.914984941482544,63509,1048,0,1,2,1,NA,NA,1,NA,1,2,1,5,62,12,6,6,6,1,6,NA,1,NA,NA,1,1,NA,46,9,46,9,47,12,46,-1,4,4,NA,1,NA,2,2,1,1,0,0,0,1,0,1,1,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,-2,-2,-2,4,62,5,4,12,4,3,1,1,3,2,8,1,1,3,5,1,0,0,0,0,3,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,1,5,62,12,6,6,6,39,39,1,6,1,1,1,NA,1980,9,0,1980,9,0,1981,12,NA,1980,NA,NA,NA,NA,NA,4,4,NA,1,55,2,2,1,1,0,0,0,1,1,1,1,NA,NA,NA,0,0,1,36.8333320617676,NA,1.28753638267517,1,0,1980.70837402344,1980.70837402344,25,0,1981.95837402344,1.25,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,2,5,1,0,0,0,4,1,10,10,16,16
